"Combined ID","Diagram Name","Intent Trigger Keywords","Golden Example Payload","UI Card Description (Short)","Phase","Phase Name","Phase Goal","Architecture Domain","Abstraction Level","Architectural Stack Layer","Notation Standard","Default Layout Direction","Core GCP Services Featured (Exhaustive)","Generative Build Sequence (How to Draw It)","How to Handle Advanced Prompts (Overlay Logic)","Required User Inputs","Prerequisite","Primary Personas (Creator / Consumer / Stakeholder)","Sales Cycle Stage","Lifecycle Phase","Live Railway Link"
"P5-APP-L-01_six_rs_migration_matrix","6Rs Migration Disposition Matrix","6rs, migration matrix, rehost, replatform, refactor, retain, retire, repurchase, cloud disposition","Generate a 6Rs Migration Disposition Matrix mapping 50 enterprise workloads across Business Value vs Technical Feasibility into Rehost (Compute Engine), Replatform (Cloud SQL), Refactor (GKE), and Retire buckets.","6Rs cloud migration disposition matrix: Rehost, Refactor, Rearchitect, Replatform, Retain, Retire evaluation framework.","5","Transition Planning & Operational Readiness","Evaluate legacy components across Rehost, Refactor, Rearchitect, Replatform, Retain, and Retire destinations.","App & Integration","Logical","Layer 4 (Application)","6Rs Migration & Portfolio Matrix","LR","Migrate for Compute Engine, Database Migration Service (DMS), GKE Autopilot, Cloud SQL, Cloud Monitoring","1. Draw Legacy Workload Inventory box. 2. Draw Multi-Criteria Assessment Decision Logic (Value vs Effort). 3. Draw 6 Destination Columns: Rehost, Replatform, Refactor, Repurchase, Retain, Retire. 4. Summarize target cloud cost savings.","Include GCAF Cost Optimization feedback loops and wave migration priority tags (Wave 1, 2, 3).","Application Portfolio Inventory, Technical Feasibility Scores, Business Value Ratings, Migration Deadlines","- (Foundational)","Creator: Principal Cloud Migration Architect | Consumers: Migration PMO & Engineering Leads | Stakeholders: CIO / Cloud Transformation Steering Committee","Migration Assessment","Planning → Execution","https://promptcanvas-production-235c.up.railway.app/workspace?blueprint=P5-APP-L-01_six_rs_migration_matrix"
"P5-SEC-P-02_enterprise_sre_observability","Enterprise SRE & Observability Architecture","sre, observability, opentelemetry, cloud monitoring, cloud trace, error budget, sli, slo, pagerduty","Build an Enterprise SRE Observability architecture on GCP with OpenTelemetry Collector agents on GKE, Cloud Monitoring dashboards, Error Budget SLI/SLO tracking, Cloud Trace distributed tracing, and automated PagerDuty paging.","OpenTelemetry collectors, Cloud Monitoring SLI/SLO error budgets, Cloud Trace, and PagerDuty escalation policies.","5","Transition Planning & Operational Readiness","Map OpenTelemetry telemetry collectors into Cloud Monitoring SLI/SLO budgets, Cloud Trace, and Google SecOps.","Cloud Infra Security","Physical","Layer 4 (Operations)","SRE Observability & Incident Command","TD","Cloud Monitoring, Cloud Logging, Cloud Trace, Cloud Profiler, Google SecOps Chronicle, PagerDuty Integration","1. Draw GKE & Serverless Workload Tier with OpenTelemetry Sidecars. 2. Draw Unified Telemetry Collector Mesh. 3. Draw SRE Control Plane (SLI/SLO Error Budget Engine, Trace Analyzer). 4. Draw Incident Alerting & Automated Remediation Runbooks.","Include SecOps Chronicle threat telemetry correlation for unified SOC & SRE monitoring.","Telemetry Ingestion (Logs, Metrics, Traces), SLI/SLO Targets (e.g. 99.99% Availability), PagerDuty / On-Call Schedules","Secure Deployment Topology Map","Creator: Principal Site Reliability Engineer (SRE) | Consumers: NOC, SRE & DevSecOps Teams | Stakeholders: VP Engineering / Head of SRE","Implementation & Handoff","Operations → Maintenance","https://promptcanvas-production-235c.up.railway.app/workspace?blueprint=P5-SEC-P-02_enterprise_sre_observability"
"P5-GOV-P-03_golive_warroom_runbook","Go-Live Cutover & War Room Runbook","go-live, cutover, war room, runbook, rollback plan, t-24h, dns cutover, release management","Generate a Go-Live Cutover War Room Runbook diagram detailing T-24h Pre-Flight checks, T-0 DNS Failover and Database Sync, and T+48h Post-Cutover telemetry monitoring with explicit Go/No-Go decision gates.","Enterprise Cutover War Room, T-24h to T+48h operational timeline, rollback criteria, and live executive command center.","5","Transition Planning & Operational Readiness","Map the Enterprise Cutover War Room, T-24h to T+48h operational timeline, rollback criteria, and live executive command center.","Strategy & Governance","Physical","Layer 4 (Operations)","War Room Operational Playbook","TD","Cloud DNS, Cloud Load Balancing, Database Migration Service, Cloud Monitoring, Cloud Logging, Slack / PagerDuty Integration","1. Draw War Room Command Center with Commander, Lead SRE, and CISO personas. 2. Draw T-24h to T+48h Chronological Timeline. 3. Draw Go/No-Go Decision Gate with Rollback Trigger Criteria. 4. Draw Live Verification Dashboard.","Include automated rollback trigger thresholds (e.g. Error Rate > 0.5% for 3 consecutive minutes).","Cutover Time Window, T-Minus Milestones (T-24h, T-0, T+48h), Primary SRE Roles, Automated Smoke Test Endpoints","Enterprise SRE Observability","Creator: Release Lead / Cutover Commander | Consumers: War Room SREs & Support Staff | Stakeholders: CIO, VP Engineering, Business Unit Heads","Delivery & Handoff","Release & Deployment","https://promptcanvas-production-235c.up.railway.app/workspace?blueprint=P5-GOV-P-03_golive_warroom_runbook"
"P5-GOV-L-04_enterprise_sre_observability","Enterprise SRE Observability & Incident Triage Control Plane","incident triage, escalation, p1 p2 incidents, rca, root cause analysis, automated triage, war room dispatch","Design an Enterprise Incident Triage Control Plane showing Cloud Monitoring anomaly alerts auto-classified by Gemini into P1/P2/P3, automatically creating PagerDuty incidents and dispatching SRE War Room links.","Automated incident severity tagging (P1/P2), automated root-cause analysis (RCA), and SRE War Room dispatching.","5","Transition Planning & Operational Readiness","Automate incident severity tagging (P1/P2), automated root-cause analysis (RCA), and SRE War Room dispatching.","Strategy & Governance","Logical","Layer 4 (Operations)","Incident Escalation Swimlane","TD","Cloud Monitoring Alerting, Gemini Enterprise AIOps, Cloud Functions, PagerDuty, Jira Service Desk, BigQuery Incident Store","1. Draw Alert Detection Ingress (SLO breaches, error spikes). 2. Draw AI Incident Classifier (Severity tagging, automated log correlation). 3. Draw Multi-Tier Escalation Swimlanes (L1 Automated -> L2 SRE On-Call -> L3 Core Eng). 4. Draw RCA Knowledge Base.","If [Autonomous Remediation] requested: Add Cloud Functions self-healing restart triggers for known transient errors.","Severity Definitions (P1 Critical, P2 Major, P3 Minor), Escalation Timeouts (15m, 30m), On-Call Rotations, RCA Template","Enterprise SRE Observability","Creator: Incident Commander / SRE Lead | Consumers: NOC & On-Call Engineers | Stakeholders: Head of Infrastructure","Implementation","Operations → Maintenance","https://promptcanvas-production-235c.up.railway.app/workspace?blueprint=P5-GOV-L-04_enterprise_sre_observability"
"P5-GOV-L-04_incident_triage_swimlane","Incident Triage & SRE Escalation Swimlane","incident response, triage, escalation, swimlanes, on-call, alert routing, rca, pagerduty","Design a 3-tier SRE Incident Triage Swimlane on GCP with L1 Gemini Cloud Assist RCA, L2 Cloud Workflows auto-remediation, L3 PagerDuty War Room escalation, and BigQuery incident post-mortem ledger.","3-tier SRE incident triage swimlane: L1 Alerting & Gemini RCA -> L2 Auto-Remediation -> L3 War Room bridge.","5","Transition Planning & Operational Readiness","Map swimlanes for alert resolution from L1 triage up to L3 engineering escalation with automated AI RCA.","Strategy & Governance","Logical","Layer 4 (Operations)","3-Tier SRE Incident Triage Swimlane","LR","Cloud Monitoring, Gemini Cloud Assist RCA, Cloud Workflows, Cloud Pub/Sub, PagerDuty, BigQuery Incident Ledger","1. Draw L1 Automated Telemetry & Gemini Assist RCA tier. 2. Draw L2 Auto-Remediation & Runbook Execution tier. 3. Draw L3 Incident Commander War Room bridge tier. 4. Draw Post-Incident Review & BigQuery Dossier.","If [Critical Infrastructure] requested: Inject automated canary drain, DNS traffic diversion via Cloud DNS, and PagerDuty priority override.","Expected Escalation Tiers (L1, L2, L3), PagerDuty Service Key, MTTR Objectives","Enterprise SRE Observability","Creator: Incident Commander / Lead SRE | Consumers: NOC & On-Call Engineers | Stakeholders: VP Reliability / Head of Infrastructure","Delivery","Maintenance & Operations","https://promptcanvas-production-235c.up.railway.app/workspace?blueprint=P5-GOV-L-04_incident_triage_swimlane"
"P5-AI-L-05_llm_capacity_quota_management","Comprehensive Topology for LLM Capacity Quota Management","capacity quota, llm rate limiting, tpm rpm limits, token bucket, redis rate limiter, vertex ai quota","Build an LLM Capacity and Quota Management architecture on GCP featuring Apigee AI Gateway rate limiting, Redis Token Bucket cache, multi-region Vertex AI quotas, and dynamic client prioritization.","Multi-region managed GKE inference clusters, Redis distributed rate-limiting, and Looker FinOps Cost Dashboards.","5","Transition Planning & Operational Readiness","Map hard physical API quotas, load balancer rate limiting, and Apigee AI gateway routing.","AI Agentic & LLMOps","Logical","Layer 2 (Intermediary)","Dynamic Quota & Rate-Limiter Topology","LR","Apigee API Gateway, Memorystore for Redis, Vertex AI Model Endpoints, Cloud Load Balancing, BigQuery Billing, Looker","1. Draw Client Ingress with priority tiers (Enterprise, Standard, Batch). 2. Draw Apigee Gateway with Redis Distributed Rate Limiter. 3. Draw Multi-Region Vertex AI Inference Quotas (us-central1, europe-west4). 4. Draw Quota Spillover & Queueing tier.","Include Token Consumption telemetry streaming into BigQuery for automated unit economics chargeback.","Token Budgets (Tokens Per Minute - TPM, Requests Per Minute - RPM), Multi-Region Failover Tiers, Client Quota Classes","Cloud FinOps & Chargeback Model","Creator: Principal FinOps & AI Architect | Consumers: AI Application SREs | Stakeholders: VP Engineering / Head of AI","Implementation","Planning → Maintenance","https://promptcanvas-production-235c.up.railway.app/workspace?blueprint=P5-AI-L-05_llm_capacity_quota_management"
"P5-AI-L-06_ai_coe_operating_model","AI Center of Excellence (CoE) Operating Model","ai coe, center of excellence, operating model, ai governance, prompt engineering standards, model selection","Create an AI Center of Excellence (CoE) Operating Model diagram showing AI Steering Committee governance, central Platform & Prompt Engineering team, distributed Business Unit squads, and model catalog registry.","AI Center of Excellence operating model governing foundation model token budgets, TPM/RPM limits, and cost controls.","5","Transition Planning & Operational Readiness","Establish AI Center of Excellence operating model governing foundation model token budgets, prompt libraries, and ethics gates.","Strategy & Governance","Logical","Layer 4 (Operations)","Organizational Governance Blueprint","TD","Vertex AI Agent Builder, Model Registry, BigQuery Analytics, Looker CoE Dashboard, Cloud IAM, Gemini 3.7 Flash","1. Draw Executive AI Steering Committee. 2. Draw Central AI CoE Core Team (Prompt Engineers, AI Security, Platform Leads). 3. Draw Embedded BU AI Squads. 4. Connect with Shared Asset Bus (Central Model Catalog, Prompt Templates, Evaluation Suite).","Include RACI responsibility matrix badges (Responsible, Accountable, Consulted, Informed) across governance milestones.","CoE Roles (Steering Committee, Platform Team, BU Pods), Model Approval Lifecycle, Prompt Review Standards","AI TRiSM Security Guardrail Pipeline","Creator: Chief AI Strategist / CoE Lead | Consumers: Enterprise AI Stakeholders | Stakeholders: Chief AI Officer / CEO / CTO","Strategic Alignment","Operations → Scaling","https://promptcanvas-production-235c.up.railway.app/workspace?blueprint=P5-AI-L-06_ai_coe_operating_model"
"P5-AI-P-07_tech_llmops_lifecycle","LLMOps Prompt Configuration Lifecycle","llmops, prompt lifecycle, prompt versioning, llm as a judge, mmlu, helm, fine-tuning, rlhf, model registry","Build a Continuous LLMOps Lifecycle pipeline on GCP with Git-versioned Prompt YAMLs, automated Vertex AI Model Evaluation, LLM-as-a-Judge scoring, and canary promotion to production endpoints.","Distributed PyTorch/JAX model evaluation, MMLU/HELM benchmarking datasets, LLM-as-a-Judge jury, and promotion gates.","5","Transition Planning & Operational Readiness","Detail distributed PyTorch/JAX model evaluation, MMLU/HELM benchmarking datasets, LLM-as-a-Judge jury, and promotion gates.","AI Agentic & LLMOps","Physical","Layer 3 (Complex)","Continuous MLOps Pipeline Flow","LR","Vertex AI Pipelines, Vertex AI Model Registry, Cloud Build, Artifact Registry, BigQuery Evaluation Lake, Cloud Deploy, TPU v5e","1. Draw Prompt Authoring & Git Versioning. 2. Draw Automated Evaluation Stage (MMLU benchmark, LLM-as-a-Judge jury). 3. Draw Model Registry Promotion Gate. 4. Draw Production Serving Endpoint with Live Feedback Telemetry.","Include automated prompt regression alerts if evaluation accuracy drops below 95%.","Prompt Version Control Strategy, Evaluation Benchmarks, Automated LLM Judge Criteria, Deployment Canary Thresholds","GCP Enterprise Data Lakehouse","Creator: Principal MLOps Engineer | Consumers: Prompt Engineers & Data Scientists | Stakeholders: Head of AI Engineering","Technical Deep-Dive","Design → Deployment","https://promptcanvas-production-235c.up.railway.app/workspace?blueprint=P5-AI-P-07_tech_llmops_lifecycle"
"P5-DAT-P-08_dataops_anomaly_detection","DataOps & Anomaly Detection Architecture","dataops, anomaly detection, data drift, data quality, great expectations, monte carlo, dbt tests","Design a DataOps and Anomaly Detection pipeline on GCP using BigQuery ML statistical models to detect data drift, triggering Cloud Functions alerts to Slack and halting broken downstream ETL pipelines.","Cloud Monitoring automated data drift detection, statistical anomaly alarms, schema validation, and Slack SRE alerts.","5","Transition Planning & Operational Readiness","Cloud Monitoring automated data drift detection, statistical anomaly alarms, schema validation, and Slack SRE alerts.","Data & Analytics","Physical","Layer 4 (Operations)","DataOps Quality Control Plane","LR","BigQuery ML, Cloud Dataflow, Cloud Functions, Dataplex Data Quality, Cloud Monitoring, Slack Webhook Integration","1. Draw Ingestion Stream & Lakehouse Tables. 2. Draw Continuous Data Quality Engine (Dataplex Data Quality + BigQuery ML). 3. Draw Anomaly Evaluation Gate. 4. Draw Circuit Breaker Pipeline Halt & SRE Alerting.","If [Self-Healing Schema Drift] requested: Add automated column mutation schema evolution handlers.","Data Quality Metrics (Null check, Freshness, Volume drift), Anomaly Detection Sensitivity, Alert Webhooks","GCP Enterprise Data Lakehouse","Creator: Lead Data Reliability Engineer | Consumers: Data Engineers & Stewards | Stakeholders: Chief Data Officer","Technical Implementation","Processing → Usage","https://promptcanvas-production-235c.up.railway.app/workspace?blueprint=P5-DAT-P-08_dataops_anomaly_detection"
"P5-GOV-P-09_bcdr_multi_region_failover","Multi-Region Active-Active Disaster Recovery","disaster recovery, bcdr, multi-region, active active, active passive, pilot light, cloud dns failover, rto rpo","Build a Google Cloud Well-Architected Multi-Region Disaster Recovery blueprint with Cloud Armor Global Load Balancer, Active Region us-east1, Pilot Light Standby us-west1, cross-region Cloud SQL async replication, and Dual-Region GCS.","Active-Passive multi-region DR with Cloud DNS health routing, Cloud Spanner/SQL cross-region replication, and automated RTO/RPO failover.","5","Transition Planning & Operational Readiness","Active-Passive multi-region DR with Cloud DNS health routing, Cloud Spanner/SQL cross-region replication, and automated RTO/RPO failover.","Cloud Infra Security","Physical","Layer 1 (Foundation)","Active-Active Multi-Region Mesh","LR","Global L7 HTTPS Load Balancing, Cloud Armor WAF, Cloud SQL HA with Cross-Region Replica, Cloud Spanner, Cloud Storage Dual-Region, Cloud DNS","1. Draw Top Global Traffic Layer (Cloud DNS, Global Anycast LB, Cloud Armor). 2. Draw Left Container: Active Region (us-east1 Compute & DB). 3. Draw Right Container: Standby Region (us-west1 Compute & Replica DB). 4. Connect cross-region asynchronous data sync lines. 5. Annotate RTO 15m / RPO 1m targets.","Include 90% compute cost savings callout during standby pilot light state.","Target RTO (<15m), Target RPO (<5m), Primary Region (us-east1), Standby Region (us-west1), Replication Mechanism","Secure Deployment Topology Map","Creator: Principal Cloud DR Architect | Consumers: SREs & Business Continuity Leads | Stakeholders: CISO / Risk Management Committee","Enterprise Architecture Review","Design → Maintenance","https://promptcanvas-production-235c.up.railway.app/workspace?blueprint=P5-GOV-P-09_bcdr_multi_region_failover"
"IND-FINTECH-03_automated_personalized_financial_advising","Automated Personalized Financial Advising","fintech, financial advising, wealth management, document ocr, portfolio generation, dialogflow, pci-dss, sock2","Create a Google Cloud FinTech solution architecture for Automated Personalized Financial Advising with GE Fintech Assistant app, Gemini 3.7 Pro Vision tax document parser, Dialogflow CX chat agent, and Looker portfolio analytics.","Google Cloud Fintech Solution: Automated personalized financial advising with GE Fintech Assistant, Gemini 3.7 Pro Vision OCR, and Looker analytics.","IND","Industry Specialized Solutions","Provide real-time multimodal financial advising, tax/statement OCR parsing, and custom portfolio generation with PCI-DSS compliance.","Industry","Industry","Layer 4 (Application)","Multi-Tier FinTech Solution Topology","LR","GE Fintech Assistant App, Firebase Auth, Cloud Storage, BigQuery, Cloud SQL, Vertex AI Gemini 3.7 Pro Vision, Dialogflow CX, Looker","1. Draw Customer & Advisor Ingress (GE Fintech Assistant App, Web Banking). 2. Draw Secure Ingestion & Document Vault (GCS, Firebase Auth, Cloud KMS). 3. Draw AI Advisory Intelligence Core (Gemini Pro Vision OCR, Gemini Strategy Synthesis, Dialogflow CX). 4. Draw Analytics & Compliance Cockpit.","Enforce PCI-DSS tokenization boundaries and sub-second portfolio advice rendering.","Customer Document Formats (W2, 1099, Brokerage PDFs), Advisory Risk Models, Financial Regulatory Standards (PCI-DSS, FINRA)","Secure Deployment Topology Map","Creator: Principal FinTech Architect | Consumers: Wealth Management Developers | Stakeholders: Chief Risk Officer / Head of Wealth","Industry Solution Pitch","Design → Production","https://promptcanvas-production-235c.up.railway.app/workspace?blueprint=IND-FINTECH-03_automated_personalized_financial_advising"
"IND-MFG-02_ge_equipment_optimization_gemini","GE Equipment Optimization & Gemini AI Agents","manufacturing, industrial iot, equipment optimization, mde, predictive maintenance, digital twin, gemini agents","Build a Google Cloud Manufacturing blueprint for GE Industrial Equipment Optimization with Manufacturing Data Engine (MDE), Vertex AI Gemini Anomaly Detection Agent, and Looker Operational Cockpit.","GE Equipment telemetry, Manufacturing Data Engine (MDE), Vertex AI Orchestration, Gemini Multimodal Anomaly Detection, and Looker Cockpit.","IND","Industry Specialized Solutions","Industrial equipment optimization integrating telemetry, Manufacturing Data Engine, Gemini Anomaly Detection, and closed-loop actions.","Industry","Industry","Layer 4 (Application)","Industrial IoT & Closed-Loop Agent Architecture","LR","Manufacturing Data Engine (MDE), Cloud Pub/Sub, Cloud Bigtable, Vertex AI Agent Builder, Gemini 3.7 Flash, Looker Studio","1. Draw Industrial Factory Floor (Turbines, CNC Machines, Sensors). 2. Draw Manufacturing Data Engine (MDE) Ingestion Fabric. 3. Draw Gemini Predictive Maintenance Reasoning Agents. 4. Draw Looker Operational Cockpit with Actionable Dispatch Buttons.","Include zero unplanned downtime SLA tags and automated technician work-order dispatch triggers.","Industrial Sensor Protocols (OPC-UA, MQTT), Machine Telemetry Frequency (Hz), Maintenance SLA, Closed-Loop Dispatch APIs","GCP Enterprise Data Lakehouse","Creator: Principal Industrial Architect | Consumers: Plant Reliability Engineers | Stakeholders: VP Manufacturing Operations","Industry Solution Pitch","Design → Production","https://promptcanvas-production-235c.up.railway.app/workspace?blueprint=IND-MFG-02_ge_equipment_optimization_gemini"
"IND-PHARMA-01_pharma_genomics_pipeline","Pharma-Specific Genomics & Drug Discovery Pipeline with Agentic AI","pharma, genomics, drug discovery, alphafold, variant calling, fastq, gatk, bioinformatics, tpu clusters","Design a Google Native Pharma Genomics Pipeline on GCP with AlphaFold Pro protein folding, GKE TPU slices for variant calling, Gemini Drug Discovery models, and CMEK-encrypted omics lakehouse.","AlphaFold Pro Differentiable Protein Design, GKE TPU clusters, Gemini drug-discovery models, and BigQuery omics analytics.","IND","Industry Specialized Solutions","Accelerate in-silico protein folding, high-throughput variant calling, and secure omics analytics with 21 CFR Part 11 compliance.","Industry","Industry","Layer 3 (Complex)","Bioinformatics Pipeline & TPU Cluster Mesh","LR","Cloud Storage, GKE with Cloud TPUs (v5p), Vertex AI AlphaFold, BigQuery Omics, Cloud KMS CMEK, Transitive PSC","1. Draw On-Premises Omics Data Lake (Illumina Sequencers, FASTQ files). 2. Draw GKE TPU Compute Grid running GATK variant calling and AlphaFold Pro. 3. Draw Gemini Drug Discovery Synthesis Models. 4. Draw BigQuery Omics Analytics Lake with CMEK encryption.","Enforce 21 CFR Part 11 electronic records compliance and transitive PSC isolation.","Omics Sequence Volumes (Whole Genome Sequencing - WGS/WES), AlphaFold Model Versions, TPU/GPU Slice Sizing, 21 CFR Compliance","GCP Enterprise Data Lakehouse","Creator: Lead Bioinformatics Architect | Consumers: Drug Discovery Researchers | Stakeholders: Chief Scientific Officer / VP Research","Industry Solution Pitch","Design → Production","https://promptcanvas-production-235c.up.railway.app/workspace?blueprint=IND-PHARMA-01_pharma_genomics_pipeline"
"IND-RETAIL-04_omnichannel_ecommerce_retail","OmniChannel Intelligent E-Commerce Commerce Platform","retail, ecommerce, omnichannel, vertex ai search for retail, personalization, product recommendations, inventory sync","Build an OmniChannel Intelligent E-Commerce Platform with Cloud CDN, Vertex AI Search for Retail recommendations, Cloud Spanner global inventory sync, and AlloyDB AI personalized checkout.","Cloud CDN, Cloud Run Microservices, Vertex AI Search for Retail, AlloyDB pgvector, Cloud Spanner, and BigQuery Analytics.","IND","Industry Specialized Solutions","Deliver sub-100ms personalized catalog search, real-time omni-channel inventory visibility, and automated promo optimization.","Industry","Industry","Layer 4 (Application)","OmniChannel Retail Solution Topology","LR","Cloud CDN, Cloud Run, Vertex AI Search for Retail, Cloud Spanner, AlloyDB for PostgreSQL, BigQuery, Looker Studio, Gemini 3.7 Flash","1. Draw Shopper Ingress (Mobile App, Web Storefront, In-Store POS). 2. Draw Edge CDN & Personalization Tier (Vertex AI Search for Retail). 3. Draw Transaction Core (Cloud Spanner globally consistent inventory). 4. Draw BigQuery Customer 360 Analytics.","Include sub-100ms personalized catalog search SLAs and multi-region failover resilience.","Product Catalog Sizing, Peak QPS Traffic, Inventory Consistency Level (Cloud Spanner Multi-Region), Recommendation Models","Total Unified System View","Creator: Principal Retail Architect | Consumers: E-Commerce App Developers | Stakeholders: Chief Digital Officer / Head of E-Commerce","Industry Solution Pitch","Design → Production","https://promptcanvas-production-235c.up.railway.app/workspace?blueprint=IND-RETAIL-04_omnichannel_ecommerce_retail"
"IND-MFG-05_smart_manufacturing_iot","Smart Factory Industry 4.0 IoT & Predictive Maintenance","smart factory, industry 4.0, iot edge, google distributed cloud edge, predictive maintenance, oee, scada","Design a Smart Factory Industry 4.0 IoT architecture with Google Distributed Cloud (GDC) Edge on-premise gateways, Cloud Pub/Sub, Bigtable time-series store, and Vertex AI predictive maintenance algorithms.","GDC Edge sensor aggregation, Cloud Dataflow, Cloud Bigtable, BigQuery, and Vertex AI predictive maintenance.","IND","Industry Specialized Solutions","Maximize Overall Equipment Effectiveness (OEE), eliminate catastrophic machine failures, and streamline technician dispatch.","Industry","Industry","Layer 4 (Application)","Smart Factory Edge-to-Cloud Mesh","LR","Google Distributed Cloud (GDC) Edge, Cloud Pub/Sub, Cloud Dataflow, Cloud Bigtable, Vertex AI ML, Looker Studio, Gemini 3.7 Flash","1. Draw Smart Factory Floor with GDC Edge appliances. 2. Draw Edge-to-Cloud Pub/Sub Ingestion Bridge. 3. Draw Real-Time Bigtable Time-Series Analytics. 4. Draw Vertex AI Predictive Maintenance Model scoring machine health.","Include Overall Equipment Effectiveness (OEE) metrics dashboard and automated maintenance ticket creation.","Factory Edge Locations, Sensor Protocol Gateways, Time-Series Frequency (100Hz), Predictive Model Retraining Cadence","Real-Time Streaming Analytics & Telemetry","Creator: Principal IoT Solutions Architect | Consumers: Factory Automation Engineers | Stakeholders: VP Plant Operations / Manufacturing CIO","Industry Solution Pitch","Design → Production","https://promptcanvas-production-235c.up.railway.app/workspace?blueprint=IND-MFG-05_smart_manufacturing_iot"
"IND-HR-06_workforce_talent_ai","WorkforceAI Enterprise HR Talent & People Intelligence","hr talent, workforce ai, resume parsing, candidate matching, skills vector, people analytics, unbiased hiring","Build a WorkforceAI Enterprise HR Platform on GCP with Document AI resume parsing, AlloyDB pgvector skills matching, Gemini 3.7 candidate scoring with bias mitigation guardrails, and Looker Executive Talent Cockpit.","Document AI resume parsing, skills gap vector embeddings in AlloyDB pgvector, Gemini candidate evaluation, and Looker Talent Cockpit.","IND","Industry Specialized Solutions","Accelerate time-to-hire by 70%, eliminate candidate evaluation bias, and provide strategic workforce talent mapping.","Industry","Industry","Layer 4 (Application)","Enterprise HR Talent Intelligence Mesh","LR","Document AI, AlloyDB with pgvector, Vertex AI Gemini 3.7 Flash, Model Armor (Bias Redaction), BigQuery, Looker Studio","1. Draw Applicant & Employee Ingress (ATS, LinkedIn, Internal HRIS). 2. Draw Document AI Resume & Review Parser. 3. Draw Skills Vector Embedding Engine in AlloyDB. 4. Draw Gemini Candidate Matcher with Bias Guardrails. 5. Draw Looker Talent Dashboard.","Enforce strict PII anonymization before LLM scoring to eliminate candidate demographic bias.","Applicant Tracking System (Workday/Greenhouse), Resume Ingestion Throughput, Skills Taxonomy, Diversity/Bias Guardrails","Cognitive Architecture / Agentic RAG","Creator: Lead HR Tech Solutions Architect | Consumers: HR Application Developers | Stakeholders: Chief People Officer / VP Talent Acquisition","Industry Solution Pitch","Design → Production","https://promptcanvas-production-235c.up.railway.app/workspace?blueprint=IND-HR-06_workforce_talent_ai"
"IND-HEALTH-01_healthcare_fhir_hl7","Google Cloud Healthcare & Life Sciences FHIR / HL7 Pipeline","healthcare, fhir, hl7, cloud healthcare api, dicom, dlp phi, omop cdm, gemini clinical, hipaa baa","Design a Google Cloud Healthcare & Life Sciences FHIR / HL7 pipeline with Cloud Healthcare API, DLP 18 HIPAA PHI de-identification, OMOP BigQuery lakehouse, and Gemini 3.7 clinical insights.","HIPAA-compliant clinical platform featuring Cloud Healthcare API (HL7v2/FHIR R4/DICOM), DLP PHI de-identification, and OMOP lakehouse.","IND","Industry Specialized Solutions","Enable secure clinical interoperability, automated PHI de-identification for research, and AI-assisted clinical diagnosis.","Industry","Industry","Layer 4 (Application)","Healthcare Interoperability Architecture Standard","LR","Cloud Healthcare API, HL7v2 Store & FHIR R4 Store, Sensitive Data Protection (DLP), Cloud KMS HSM CMEK, Gemini 3.7 Clinical Reasoner, BigQuery OMOP CDM, Looker Clinical Cockpit","1. Hospital EHR & Medical Devices (HL7v2, FHIR R4, DICOM). 2. Cloud Healthcare API & DLP 18 HIPAA PHI De-Identification. 3. Vertex AI & Gemini 3.7 Clinical Reasoner. 4. OMOP CDM BigQuery Lakehouse & Physician Cockpit.","If [Medical Imaging AI] requested: Add DICOM PACS store, Vertex AI Medical Vision model for CT/X-Ray pre-reads, and radiologist sign-off queue.","EHR Vendor (Epic / Cerner), Clinical Feeds (HL7v2 / FHIR R4 JSON), HIPAA De-Identification Strategy","GCP Enterprise Data Lakehouse","Creator: Chief Healthcare AI Architect | Consumers: BioInformatics Engineers & Clinical Informaticists | Stakeholders: CMO / Chief Medical Officer","Industry Solution Pitch","Design → Production","https://promptcanvas-production-235c.up.railway.app/workspace?blueprint=IND-HEALTH-01_healthcare_fhir_hl7"
"ARCH-C4-01_c4_system_context_container","C4 System Context & Container Model","c4 model, system context, container diagram, software architecture, boundary definition, architectural review","Generate a C4 System Context and Container Model for an Enterprise Platform showing External Users, Single-Page App Container, API Gateway Container, Microservice Containers, and Database Tier.","C4 Model Level 1 Context and Level 2 Container mapping showing external actors, authentication boundaries, microservices, and databases.","3","Target State Logical Architecture","Provide structured architectural clarity across context, container, and component boundaries for technical reviews.","App & Integration","Logical","Layer 4 (Application)","C4 Model Standard (Context & Container)","TD","Cloud CDN, Cloud Run Microservices, Apigee API Gateway, Cloud SQL, Cloud Storage, Secret Manager","1. Draw External Actors on periphery (Users, External Banking Systems). 2. Draw Enterprise System Boundary. 3. Draw Internal Containers (SPA Frontend, Backend API, Message Queue, Database). 4. Annotate protocol relationships (HTTPS/JSON, gRPC).","Enforce strict C4 coloring: Blue (#1168BD) for internal system/containers, Grey (#999999) for external systems.","System Boundaries, Primary Personas, External SaaS Systems, Container Microservices, Database Tiers","- (Foundational)","Creator: Enterprise Software Architect | Consumers: Full-Stack Engineers & Reviewers | Stakeholders: Architecture Review Board (ARB)","Technical Deep-Dive","Design → Implementation","https://promptcanvas-production-235c.up.railway.app/workspace?blueprint=ARCH-C4-01_c4_system_context_container"
